ID,State ID,State Regulation,Login,Company,Product Name,Renewal Estimate,Late Fee,State Reg Type,Initial Sub Date,Initial Registration Status,Renewal Current Payment,ALL Payments,Certificate Exp,Cancellation Effective,Submission Date,Approval Received,Frequency,Renewal Registration Status,Month,Submission/Maintenance Notes,Current Certificate,Invoiced On
10986,NC,NC-Soil Additive,,IBA,Rootmax,$100.00,$0.00,Registration,8/21/2024,Approved - Initial,IBA-NC-75430-Renewal-2025,"IBA-NC-74467-Rootmax NEW reg,IBA-NC-75430-Renewal-2025",12/31/2024,,12/20/2024,8/30/2024,Annual,Renewal Submitted,12,,NC IBA Rootmax approval 2024-08-30.pdf (https://v5.airtableusercontent.com/v3/u/37/37/1738432800000/3J0cZ8eRMxxavgwVv_Vt9Q/N7jp_ypECir064N_yVMcGXfKlKkRe_l3Tx2hnN52v6I71uxIAK9uvJCtLY8zjeCea1N_frx7sKmTR0xyPLMQ5tNIesxaAcELPJThOusAEOayFalwLHfb1etoUuJWHW7aovbL7ikT4uIYTlr_srTa2Sv1B1DpPVcx1O0hC2Y-qztdmL8GCmooJtS-s8tpHhSX/xUQouk7UVjsS-X1iHoM5D4L7_YcLQB2oQxEfV24MLbA),IBA-90032233-State Renewal Fees
13251,NC,NC-Commercial Fertilizer - > 5lbs,,OMY,Greenlight S Max,$5.00,,Registration,,Approved,OMY-NC-67758-24-25 MY Renewal,OMY-NC-67758-24-25 MY Renewal,6/30/2024,,6/28/2024,,Annual,,06,"Invoiced the correct number of product, but invoiced the wrong names and wrong fees.  Credit $50 per product to Omya",,"""OMY-90031545-State Renewal Fees, Tonnage Fees, Reconciliation (Monies owed)"""
13252,NC,NC-Commercial Fertilizer - > 5lbs,,OMY,Greenlight Mg Max,$5.00,,Registration,,Approved,OMY-NC-67758-24-25 MY Renewal,OMY-NC-67758-24-25 MY Renewal,6/30/2024,,6/28/2024,,Annual,,06,"Invoiced the correct number of product, but invoiced the wrong names and wrong fees.  Credit $50 per product to Omya",,"""OMY-90031545-State Renewal Fees, Tonnage Fees, Reconciliation (Monies owed)"""
13253,NC,NC-Commercial Fertilizer - > 5lbs,,OMY,Greenlight Ca Max,$5.00,,Registration,,Approved,OMY-NC-67758-24-25 MY Renewal,OMY-NC-67758-24-25 MY Renewal,6/30/2024,,6/28/2024,,Annual,,06,"Invoiced the correct number of product, but invoiced the wrong names and wrong fees.  Credit $50 per product to Omya",,"""OMY-90031545-State Renewal Fees, Tonnage Fees, Reconciliation (Monies owed)"""
13254,NC,NC-Commercial Fertilizer - > 5lbs,,OMY,Omya Sulfopril,$5.00,,Registration,,Approved,OMY-NC-67758-24-25 MY Renewal,OMY-NC-67758-24-25 MY Renewal,6/30/2024,,6/28/2024,,Annual,,06,"Invoiced the correct number of product, but invoiced the wrong names and wrong fees.  Credit $50 per product to Omya",,"""OMY-90031545-State Renewal Fees, Tonnage Fees, Reconciliation (Monies owed)"""
13255,NC,NC-Commercial Fertilizer - > 5lbs,,OMY,Top Flow Ca,$5.00,,Registration,,Approved,OMY-NC-67758-24-25 MY Renewal,OMY-NC-67758-24-25 MY Renewal,6/30/2024,,6/28/2024,,Annual,,06,"Invoiced the correct number of product, but invoiced the wrong names and wrong fees.  Credit $50 per product to Omya",,"""OMY-90031545-State Renewal Fees, Tonnage Fees, Reconciliation (Monies owed)"""
13256,NC,NC-Commercial Fertilizer - > 5lbs,,OMY,Greenlight Mg Greens,$5.00,,Registration,,Approved,OMY-NC-67758-24-25 MY Renewal,OMY-NC-67758-24-25 MY Renewal,6/30/2024,,6/28/2024,,Annual,,06,"Invoiced the correct number of product, but invoiced the wrong names and wrong fees.  Credit $50 per product to Omya",,"""OMY-90031545-State Renewal Fees, Tonnage Fees, Reconciliation (Monies owed)"""
13257,NC,NC-Commercial Fertilizer - > 5lbs,,OMY,Greenlight S Greens,$5.00,,Registration,,Approved,OMY-NC-67758-24-25 MY Renewal,OMY-NC-67758-24-25 MY Renewal,6/30/2024,,6/28/2024,,Annual,,06,"Invoiced the correct number of product, but invoiced the wrong names and wrong fees.  Credit $50 per product to Omya",,"""OMY-90031545-State Renewal Fees, Tonnage Fees, Reconciliation (Monies owed)"""
13258,NC,NC-Commercial Fertilizer - > 5lbs,,OMY,Greenlight Mg Fairway,$5.00,,Registration,,Approved,OMY-NC-67758-24-25 MY Renewal,OMY-NC-67758-24-25 MY Renewal,6/30/2024,,6/28/2024,,Annual,,06,"Invoiced the correct number of product, but invoiced the wrong names and wrong fees.  Credit $50 per product to Omya",,"""OMY-90031545-State Renewal Fees, Tonnage Fees, Reconciliation (Monies owed)"""
13259,NC,NC-Commercial Fertilizer - > 5lbs,,OMY,Greenlight S Fairway,$5.00,,Registration,,Approved,OMY-NC-67758-24-25 MY Renewal,OMY-NC-67758-24-25 MY Renewal,6/30/2024,,6/28/2024,,Annual,,06,"Invoiced the correct number of product, but invoiced the wrong names and wrong fees.  Credit $50 per product to Omya",,"""OMY-90031545-State Renewal Fees, Tonnage Fees, Reconciliation (Monies owed)"""
73,NC,NC-Soil Additive,,SYM,BlueN,$100.00,$0.00,Registration,3/3/2020,Approved,SYM-NC-75437-Renewal-2025,"SYM-NC-61666-,SYM-NC-61945-,SYM-NC-67181-,SYM-NC-67480-Renewal 2023,SYM-NC-73053-Renewal 2024,SYM-NC-75437-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,SYM-90032235-State Renewal Fees
95,NC,NC-Soil Additive,,SYM,MBB 10,$100.00,$0.00,Registration,1/14/2020,Approved,SYM-NC-75437-Renewal-2025,"SYM-NC-59531-,SYM-NC-61945-,SYM-NC-67181-,SYM-NC-67480-Renewal 2023,SYM-NC-73053-Renewal 2024,SYM-NC-75437-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,SYM-90032235-State Renewal Fees
138,NC,NC-Soil Additive,,SYM,MycoUp,$100.00,$0.00,Registration,4/27/2018,Approved,SYM-NC-75437-Renewal-2025,"SYM-NC-55304-,SYM-NC-61945-,SYM-NC-67181-,SYM-NC-67480-Renewal 2023,SYM-NC-73053-Renewal 2024,SYM-NC-75437-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,SYM-90032235-State Renewal Fees
248,NC,NC-Soil Additive,,SYM,Resid MG,$100.00,$0.00,Registration,,Approved,SYM-NC-75437-Renewal-2025,"SYM-NC-61945-,SYM-NC-67181-,SYM-NC-67480-Renewal 2023,SYM-NC-73053-Renewal 2024,SYM-NC-75437-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,SYM-90032235-State Renewal Fees
214,NC,NC-Soil Additive,,SYM,Resid HC,$100.00,$0.00,Registration,,Approved,SYM-NC-75437-Renewal-2025,"SYM-NC-61945-,SYM-NC-67181-,SYM-NC-67480-Renewal 2023,SYM-NC-73053-Renewal 2024,SYM-NC-75437-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,SYM-90032235-State Renewal Fees
279,NC,NC-Soil Additive,,SYM,TrichoSym Bio,$100.00,$0.00,Registration,,Approved,SYM-NC-75437-Renewal-2025,"SYM-NC-61945-,SYM-NC-67181-,SYM-NC-67480-Renewal 2023,SYM-NC-73053-Renewal 2024,SYM-NC-75437-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,SYM-90032235-State Renewal Fees
1075,ND,ND-Distributor's License,,TBP,Fertilizer License,$100.00,$100.00,License,12/29/2020,Approved,,"TBP-ND-61865-,TBP-ND-CC-LicRenew2022",6/30/2024,,,,Biennial,,06,"5/13/2024:Waiting on Cancellation letter, do not renew or cancel yet!",,
426,ND,ND-Soil Amendment,,TBP,Kreotec,$50.00,,Registration,4/29/2020,Approved,,TBP-ND-CC-ProdRenew2022,6/30/2024,,,,Biennial,,06,"5/13/2024:Waiting on Cancellation letter, do not renew or cancel yet!",,
10533,NE,NE-Commercial Fertilizer ≤ 10lbs,,ARB,Nutriroot Granular,$0.00,$0.00,Label Submission,2/13/2024,Approved - Initial,,,12/31/2024,,,4/2/2024,Annual,Renewal Planned,12,,,ARB-90032228-State Renewal Fees
5608,NE,NE-Permit for Fertilizer,ARB-NE-ALL NON-PEST-,ARB,Fertilizer License,$15.00,,License,,Approved,ARB-NE-CC-2025 Fert License Renew,"ARB-NE-CC-2024 Lic,ARB-NE-CC-2025 Fert License Renew",12/31/2024,,12/11/2024,,Annual,Renewal Submitted,12,,,ARB-90032228-State Renewal Fees
7871,NE,NE-Permit for Fertilizer,BIN-NE-ALL NON-PEST-,BIN,Fertilizer License,$15.00,,License,4/28/2023,Approved,BIN-NE-CC-2025 Fert Permit Renew,"BIN-NE-67577-New Reg,-NE-CC-2024 Lic Renewal,BIN-NE-CC-2025 Fert Permit Renew",12/31/2024,,11/26/2024,,Annual,Renewal Submitted,12,ID# 19013,,BIN-90032229-State Renewal Fees
6805,NE,NE-Permit for Fertilizer,BOR-NE-ALL NON-PEST-License + Tonnage,BOR,Fertilizer License,$15.00,,License,,Approved,BOR-NE-CC-2025 Fert License Renew,"BOR-NE-CC-Lic Renew 2023,BOR-NE-CC-2024 Fert Lic Renew,BOR-NE-CC-2025 Fert License Renew",12/31/2024,,11/26/2024,,Annual,Renewal Submitted,12,,,BOR-90032230-State Renewal Fees
2643,NE,NE-Permit for Fertilizer,EEA-NE-ALL NON-PEST-ALL,EEA,Fertilizer License,$15.00,,License,3/15/2022,Approved,EEA-NE-CC-2025 Fert License Renew,"EEA-NE-VISA-EEA-NE-FertLic2022-,EEA-NE-CC-Lic Renew 2023,-NE-CC-2024 Lic Renewal,EEA-NE-CC-2025 Fert License Renew",12/31/2024,,12/4/2024,12/19/2024,Annual,Renewal Approved,12,ID# 10173,NE EEA permit for fertilizer exp 2025-12-31.pdf (https://v5.airtableusercontent.com/v3/u/37/37/1738432800000/TO1xq1hXDv6fixOUKV10yA/KKgI2_z6ASio-eyLImbnIhpxX1FydmzIe3zU9ZuCjdPD3zbokw_sEpgLQIAI5MqXxoxmA6r6FJMlkGPiixwflsJV781e5da7ejDZL0iz0voVUf1jfTXfDk44pK9lHRHzWGPkkcwpJLsEfOtn9KjCazjOpXPc0GROmgqvNBBr4ghbZ7uejYpaPjk2OTxbtN1C/3paE31tJ7o506fC4qQ-iyKYYqOtYK5joKNIREsN3KSE),EEA-90032231-State Renewal Fees
1038,NE,NE-Permit for Fertilizer,GWB-NE-ALL NON-PEST-,GWB,Fertilizer License,$15.00,,License,,Approved,GWB-NE-CC-2025 License Renewal,"--VISA-NE-FertLicenses2021-,GWB-NE-VISA-GWB-NE-2022FertLicRenew-,GWB-NE-CC-Lic Renew 2023,GWB-NE-CC-2024 License,GWB-NE-CC-2025 License Renewal",12/31/2024,,12/13/2024,,Annual,Renewal Submitted,12,,,GWB-90032232-State Renewal Fees
13412,NE,NE-Commercial Fertilizer/Soil Conditioners License ,,IBA,Fertilizer License,,,License,8/21/2024,Approved - Initial,,IBA-NE-CC-NEW REG LICENSE 2024,12/31/2024,,,,,Renewal Submitted,,,NE IBA License exp 2024-12-31.pdf (https://v5.airtableusercontent.com/v3/u/37/37/1738432800000/WoM_jUpecDth4SfADYL4Ig/D_Z4p0G49ZzCRcGv_z4LiRGPZWnu0gdu20sJD6JFb2L5EGmtEoOjbOD1eETqBiz7JUV6jJdUy-RjAmDuHxxYui7B4mK5Xe48QcIHMBjKB8qlHv4Veng-FURmDqH5EomQ5GWLv9cVxGzMBNc0xcTpGwGPiKf9fWVzTKbTMZA2NJdS3TJiifA92gkign1xQxPl/TEjpSsh04BdabCjiQ1I6VNTwxgOHRzEAg5U7mkyNBL0),IBA-90031513-State Renewal Fees
10717,NE,NE-Lime License,OMY-NE-ALL NON-PEST-License + Tonnage,OMY,Liming Material License,$5.00,,License,,Approved,OMY-NE-CC-2025 Fert Lime License Renewals,"OMY-NE-CC-2024 Fert/Lime Lic Renew,OMY-NE-CC-2025 Fert Lime License Renewals",12/31/2024,,11/22/2024,,Annual,Renewal Submitted,12,ID# 18714,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
10711,NE,NE-Permit for Fertilizer,OMY-NE-ALL NON-PEST-License + Tonnage,OMY,Fertilizer License,$15.00,,License,,Approved,OMY-NE-CC-2025 Fert Lime License Renewals,"OMY-NE-CC-2024 Fert/Lime Lic Renew,OMY-NE-CC-2025 Fert Lime License Renewals",12/31/2024,,11/22/2024,,Annual,Renewal Submitted,12,ID# 18714,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
1265,NE,NE-Permit for Fertilizer,SAG-NE-ALL NON-PEST-,SAG,Fertilizer License,$15.00,,License,2/25/2021,Approved,SAG-NE-CC-2025 Fert License Renew,"SAG-NE-61928-,SAG-NE-VISA-SAG-NE-2022LicRenew-,SAG-NE-CC-Lic Renew 2023,-NE-CC-2024 Lic Renewal,SAG-NE-CC-2025 Fert License Renew",12/31/2024,,12/12/2024,,Annual,Renewal Submitted,12,ID# 18410,,SAG-90032234-State Renewal Fees
1060,NE,NE-Permit for Fertilizer,SYM-NE-ALL NON-PEST-,SYM,Fertilizer License,$15.00,,License,,Approved,SYM-NE-CC-2025 Fert License Renew,"--VISA-NE-FertLicenses2021-,SYM-NE-VISA-SYM-NE-2022licrenew-,SYM-NE-CC-Lic Renew 2023,-NE-CC-2024 Lic Renewal,SYM-NE-CC-2025 Fert License Renew",12/31/2024,,12/12/2024,,Annual,Renewal Submitted,12,ID# 10230,,SYM-90032235-State Renewal Fees
1063,NE,NE-Permit for Fertilizer,TBP-NE-ALL NON-PEST-,TBP,Fertilizer License,$15.00,,License,5/1/2020,Approved,,"--VISA-NE-FertLicenses2021-,TBP-NE-VISA-TBP-NE-2022LicRenew-,TBP-NE-CC-License Renew 2023,-NE-CC-2024 Lic Renewal",12/31/2024,,12/13/2024,,Annual,Cancellation Submitted,12,"2024-12-13: Requested cancelation via email to Donene Lewis.

ID# 18198",,
10534,NH,NH-Fertilizer,,ARB,Nutriroot Granular,$75.00,$0.00,Registration,2/8/2024,Approved - Initial,ARB-NH-75417-Renewal-2025,"ARB-NH-73632-NutriRoot Gran New Reg,ARB-NH-75417-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,ARB-90032228-State Renewal Fees
6810,NH,NH-Fertilizer,,BOR,Fertibor 15%,$75.00,$0.00,Registration,,Approved,BOR-NH-75420-Renewal-2025,"BOR-NH-67388-Renewal 2023,BOR-NH-73036-Renewal 2024,BOR-NH-75420-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,BOR-90032230-State Renewal Fees
6812,NH,NH-Fertilizer,,BOR,Solubor 20.5%,$75.00,$0.00,Registration,,Approved,BOR-NH-75420-Renewal-2025,"BOR-NH-67388-Renewal 2023,BOR-NH-73036-Renewal 2024,BOR-NH-75420-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,BOR-90032230-State Renewal Fees
6811,NH,NH-Fertilizer,,BOR,Granubor 15%,$75.00,$0.00,Registration,,Approved,BOR-NH-75420-Renewal-2025,"BOR-NH-67388-Renewal 2023,BOR-NH-73036-Renewal 2024,BOR-NH-75420-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,BOR-90032230-State Renewal Fees
10667,NH,NH-Fertilizer,,EEA,Res+,$75.00,$0.00,Registration,8/5/2024,Approved - Initial,EEA-NH-75424-Renewal-2025,"EEA-NH-74398-Res+ new regis,EEA-NH-75424-Renewal-2025",12/31/2024,,12/20/2024,10/10/2024,Annual,Renewal Submitted,12,,NH EEA Res+ Exp 2024-12-31.pdf (https://v5.airtableusercontent.com/v3/u/37/37/1738432800000/dDHfdbPWJSwG5g5BEZT3wQ/JGb7jj8wQ5ZFAjI-YTlUP31nLePOBxexumfVqLfvla2HAJoAXiJc0WSLzOECXmuDpoSOgaJ2BKx9lfdqv6T21GKU5mjjbpEV73pISQlgvphvBsutYC3RcwiiAgC0mMW_X5qWNZMqjxcu1K-Adoy1zWngZwzbtzouwCNzZhii1gE/YsTpevOHcdKd6KTnI6wqa_01SDrGygDhqGAzr6_5b_A),EEA-90032231-State Renewal Fees
9591,NH,NH-Ag Liming Material,,OMY,Calciprill 14S,$50.00,$0.00,Registration,,Approved,OMY-NH-75433-Renewal-2025,"OMY-NH-67675-2024 Fert/Lime renew,OMY-NH-75433-Renewal-2025",12/31/2023,,12/20/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9592,NH,NH-Ag Liming Material,,OMY,Agrocarb - FL,$50.00,$0.00,Registration,,Approved,OMY-NH-75433-Renewal-2025,"OMY-NH-67675-2024 Fert/Lime renew,OMY-NH-75433-Renewal-2025",12/31/2023,,12/20/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9593,NH,NH-Ag Liming Material,,OMY,Calciprill 95,$50.00,$0.00,Registration,,Approved,OMY-NH-75433-Renewal-2025,"OMY-NH-67675-2024 Fert/Lime renew,OMY-NH-75433-Renewal-2025",12/31/2023,,12/20/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9594,NH,NH-Ag Liming Material,,OMY,Greenlight Ca,$50.00,$0.00,Registration,,Approved,OMY-NH-75433-Renewal-2025,"OMY-NH-67675-2024 Fert/Lime renew,OMY-NH-75433-Renewal-2025",12/31/2023,,12/20/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9595,NH,NH-Ag Liming Material,,OMY,Greenlight Ca Max,$50.00,$0.00,Registration,,Approved,OMY-NH-75433-Renewal-2025,"OMY-NH-67675-2024 Fert/Lime renew,OMY-NH-75433-Renewal-2025",12/31/2023,,12/20/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9598,NH,NH-Ag Liming Material,,OMY,Greenlight Mg Max,$50.00,$0.00,Registration,,Approved,OMY-NH-75433-Renewal-2025,"OMY-NH-67675-2024 Fert/Lime renew,OMY-NH-75433-Renewal-2025",12/31/2023,,12/20/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9597,NH,NH-Ag Liming Material,,OMY,Greenlight Mg,$50.00,$0.00,Registration,,Approved,OMY-NH-75433-Renewal-2025,"OMY-NH-67675-2024 Fert/Lime renew,OMY-NH-75433-Renewal-2025",12/31/2023,,12/20/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9596,NH,NH-Ag Liming Material,,OMY,Greenlight Ca Prime,$50.00,$0.00,Registration,,Approved,OMY-NH-75433-Renewal-2025,"OMY-NH-67675-2024 Fert/Lime renew,OMY-NH-75433-Renewal-2025",12/31/2023,,12/20/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9600,NH,NH-Ag Liming Material,,OMY,Greenlight S,$50.00,$0.00,Registration,,Approved,OMY-NH-75433-Renewal-2025,"OMY-NH-67675-2024 Fert/Lime renew,OMY-NH-75433-Renewal-2025",12/31/2023,,12/20/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9599,NH,NH-Ag Liming Material,,OMY,Greenlight Mg Prime,$50.00,$0.00,Registration,,Approved,OMY-NH-75433-Renewal-2025,"OMY-NH-67675-2024 Fert/Lime renew,OMY-NH-75433-Renewal-2025",12/31/2023,,12/20/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9601,NH,NH-Ag Liming Material,,OMY,Greenlight S Max,$50.00,$0.00,Registration,,Approved,OMY-NH-75433-Renewal-2025,"OMY-NH-67675-2024 Fert/Lime renew,OMY-NH-75433-Renewal-2025",12/31/2023,,12/20/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9603,NH,NH-Ag Liming Material,,OMY,Ground Force Gypsum,$50.00,$0.00,Registration,,Approved,OMY-NH-75433-Renewal-2025,"OMY-NH-67675-2024 Fert/Lime renew,OMY-NH-75433-Renewal-2025",12/31/2023,,12/20/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9602,NH,NH-Ag Liming Material,,OMY,Greenlight S Prime,$50.00,$0.00,Registration,,Approved,OMY-NH-75433-Renewal-2025,"OMY-NH-67675-2024 Fert/Lime renew,OMY-NH-75433-Renewal-2025",12/31/2023,,12/20/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9604,NH,NH-Ag Liming Material,,OMY,Ground Force Lime,$50.00,$0.00,Registration,,Approved,OMY-NH-75433-Renewal-2025,"OMY-NH-67675-2024 Fert/Lime renew,OMY-NH-75433-Renewal-2025",12/31/2023,,12/20/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9605,NH,NH-Ag Liming Material,,OMY,Magprill 65,$50.00,$0.00,Registration,,Approved,OMY-NH-75433-Renewal-2025,"OMY-NH-67675-2024 Fert/Lime renew,OMY-NH-75433-Renewal-2025",12/31/2023,,12/20/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9607,NH,NH-Ag Liming Material,,OMY,Sulfoprill 14,$50.00,$0.00,Registration,,Approved,OMY-NH-75433-Renewal-2025,"OMY-NH-67675-2024 Fert/Lime renew,OMY-NH-75433-Renewal-2025",12/31/2023,,12/20/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9606,NH,NH-Ag Liming Material,,OMY,OmyaPro Calcium,$50.00,$0.00,Registration,,Approved,OMY-NH-75433-Renewal-2025,"OMY-NH-67675-2024 Fert/Lime renew,OMY-NH-75433-Renewal-2025",12/31/2023,,12/20/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
9608,NH,NH-Ag Liming Material,,OMY,Top Flow Ca,$50.00,$0.00,Registration,,Approved,OMY-NH-75433-Renewal-2025,"OMY-NH-67675-2024 Fert/Lime renew,OMY-NH-75433-Renewal-2025",12/31/2023,,12/20/2024,,Annual,Renewal Submitted,12,,,"""OMY-90032106-State Renewal Fees, Tonnage Fees"""
8784,NJ,NJ-Manufactuer/Distributor License ADD LOCs,ARB-NJ-ALL NON-PEST-ALL,ARB,Fertilizer License,$0.00,,License,,Approved,ARB-NJ-74203-24/25 MY Renewal,"ARB-NJ-CC-Renew2022,ARB-NJ-CC-Fert Lic Renew 23/24,ARB-NJ-74203-24/25 MY Renewal",6/30/2024,,6/11/2024,,Annual,,06,Duplicate?  NJ Lics. submitted  6/11/24 for $500 and approved.,,"""ARB-90031463-State Renewal Fees, Tonnage Fees, Reconciliation (Monies owed)"""
6814,NJ,NJ-Commercial Fertilizer,BOR-NJ-ALL NON-PEST-ALL,BOR,Granubor 15%,$0.00,,Label Submission,,Approved,,,6/30/2024,,6/27/2024,,Annual,,06,Label not new or revised-no need to resubmit.,,"""BOR-90031476-State Renewal Fees, Tonnage Fees"""
5370,NM,NM-Fertilizer - ≤ 5lbs,ARB-NM-ALL NON-PEST-ALL,ARB,NutriRoot,$10.00,$0.00,Registration,,Approved,ARB-NM-75418-Renewal-2025,"ARB-NM-67460-Renewal 2023,ARB-NM-67661-2024 Fert Renewal,ARB-NM-75418-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,NM ARB cert exp 12:31:24.pdf (https://v5.airtableusercontent.com/v3/u/37/37/1738432800000/jBUZfeyd8p4Yoo9eG4jNMA/oSlm-2qpakq_WGpF6Nnjha9mhVNbSR8Yacpa-wqRpcyXsvRIKBLISD5Oud__92i467b5OQZxr33U6REFbEGpwXF_nPwBokoZPn1eQXXE1ivB3V1r0gOyu72I-Ec3CV8uMlgPKRMsGh7y4uewb2_mjQnyE8Cu4rfmjUDIlO8Lwfg/hF2OXBxJmuDM4gGavTkysT0udDUvqHrOphpTTVJAW98),ARB-90032228-State Renewal Fees
5444,NM,NM-Fertilizer - ≤ 5lbs,ARB-NM-ALL NON-PEST-ALL,ARB,Mn-jet Fe,$10.00,$0.00,Registration,,Approved,ARB-NM-75418-Renewal-2025,"ARB-NM-67460-Renewal 2023,ARB-NM-67661-2024 Fert Renewal,ARB-NM-75418-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,NM ARB cert exp 12:31:24.pdf (https://v5.airtableusercontent.com/v3/u/37/37/1738432800000/pJwUr44zJueWDoe5vzoIjA/n_HTu4bakOE-uAlc_x7Upzc6klMSK76MTTi-4ATolA6ri-CJULBWujTNTT0mnNHKHH0oFQO9loSez3IBU785_kA1PkXrbIgV_P6HTtMyW8Z4i4upaqTuxSjwuLuAoKY3cCKeQtlR5Zl_b3g_yxi4W8C6pecyj8TWInP__LILsTU/C1H2wxngpMT6hIQz6miwqbXXyoQwQpy0o1_hEyAROUU),ARB-90032228-State Renewal Fees
5513,NM,NM-Fertilizer - ≤ 5lbs,ARB-NM-ALL NON-PEST-ALL,ARB,PALM-jet Mg,$10.00,$0.00,Registration,,Approved,ARB-NM-75418-Renewal-2025,"ARB-NM-67460-Renewal 2023,ARB-NM-67661-2024 Fert Renewal,ARB-NM-75418-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,NM ARB cert exp 12:31:24.pdf (https://v5.airtableusercontent.com/v3/u/37/37/1738432800000/nyns1OJ9WiRkdcTRK5avKQ/ODy01oZmA99gS_FvciKKXtc2vpi4uQpBZzjqtlJ9c0SOtYl7b_0QBfAduCNwLUpjFQnDu-QYLiBWgARZgsMrTa0XVfDA7bWNP9I6dnBtlyoTOqPFrAGKqyPMquzYRWjARbPT9kUFPEasu4ctIToTDZfsrtXreo7qEFUoeulGPDs/4eMb8UeENnObQ_gCrfTeLsg-CXiJjrFXA9Qwpq1PWTk),ARB-90032228-State Renewal Fees
10536,NM,NM-Fertilizer - ≤ 5lbs,ARB-NM-ALL NON-PEST-ALL,ARB,Nutriroot Granular,$10.00,$0.00,Registration,,Approved - Initial,ARB-NM-75418-Renewal-2025,ARB-NM-75418-Renewal-2025,12/31/2024,,12/20/2024,2/15/2024,Annual,Renewal Submitted,12,,NM ARB NutriRoot Granular cert exp 2024-12-31.pdf (https://v5.airtableusercontent.com/v3/u/37/37/1738432800000/aWPdNjwc434z0oPdOLPoZg/MVNRfb4kF8Ndc1aEKO59d-Tk-DjtrRDMOhMLiN7miPTrGxv7ssariaEf1FVBcZ-dGEnSS0lcDjE3rAaIR1bELCyY3m466BeXB20Nq8fPJ9zAliCP5KePRLkz_9cicBukAqYISwNRgtWZTXaCHAV5DvYXq4W9sc5KLkeJmP80EIx40UWj4baaKsuQ8kyKv5Rk78-osaWA5MG3lahMpZJf6w/Dpj0FpGYY4vvC3m5y49fmvi7UbWOdQsC24BBFIKLDaE),ARB-90032228-State Renewal Fees
5371,NM,NM-Fertilizer - All Products,ARB-NM-ALL NON-PEST-ALL,ARB,NutriRoot,$5.00,$0.00,Registration,,Approved,ARB-NM-75418-Renewal-2025,"ARB-NM-67460-Renewal 2023,ARB-NM-67661-2024 Fert Renewal,ARB-NM-75418-Renewal-2025",12/31/2024,,12/20/2024,,Annual,Renewal Submitted,12,,,ARB-90032228-State Renewal Fees
